id_species,identifier_species,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate_id,forms_switchable,is_legendary,is_mythical,order,conquest_order,id_gen,main_region_id,identifier_gen
474,porygon-z,4,233.0,68,8,4,,-1,30,50.0,0,20.0,0,2,0,0,0,168,,4,4,generation-iv
475,gallade,4,281.0,140,9,12,,0,45,35.0,0,20.0,0,1,1,0,0,308,12.0,4,4,generation-iv
476,probopass,4,299.0,147,4,11,,4,60,70.0,0,20.0,0,2,0,0,0,325,,4,4,generation-iv
477,dusknoir,4,356.0,182,1,4,,4,45,35.0,0,25.0,0,3,0,0,0,385,71.0,4,4,generation-iv
478,froslass,4,361.0,186,9,4,,8,75,50.0,0,20.0,0,2,0,0,0,392,95.0,4,4,generation-iv
479,rotom,4,,240,8,1,,-1,45,50.0,0,20.0,0,2,1,0,0,480,,4,4,generation-iv
480,uxie,4,,241,10,6,,-1,3,140.0,0,80.0,0,1,0,1,0,481,,4,4,generation-iv
481,mesprit,4,,242,6,6,,-1,3,140.0,0,80.0,0,1,0,1,0,482,,4,4,generation-iv
482,azelf,4,,243,2,6,,-1,3,140.0,0,80.0,0,1,0,1,0,483,,4,4,generation-iv
483,dialga,4,,244,9,8,,-1,3,0.0,0,120.0,0,1,0,1,0,484,195.0,4,4,generation-iv
484,palkia,4,,245,7,6,,-1,3,0.0,0,120.0,0,1,0,1,0,485,,4,4,generation-iv
485,heatran,4,,246,3,8,,4,3,100.0,0,10.0,0,1,0,1,0,486,,4,4,generation-iv
486,regigigas,4,,247,9,12,,-1,3,0.0,0,120.0,0,1,0,1,0,487,,4,4,generation-iv
487,giratina,4,,248,1,10,,-1,3,0.0,0,120.0,0,1,1,1,0,488,,4,4,generation-iv
488,cresselia,4,,249,10,2,,8,3,100.0,0,120.0,0,1,0,1,0,489,,4,4,generation-iv
489,phione,4,,250,2,4,,-1,30,70.0,0,40.0,0,1,0,0,1,490,,4,4,generation-iv
490,manaphy,4,,250,2,12,,-1,3,70.0,0,10.0,0,1,0,0,1,491,,4,4,generation-iv
491,darkrai,4,,252,1,12,,-1,3,0.0,0,120.0,0,1,0,0,1,492,,4,4,generation-iv
492,shaymin,4,,253,5,8,,-1,45,100.0,0,120.0,0,4,1,0,1,493,,4,4,generation-iv
493,arceus,4,,254,9,8,,-1,3,0.0,0,120.0,0,1,1,0,1,494,199.0,4,4,generation-iv
494,victini,5,,255,10,12,,-1,3,100.0,0,120.0,0,1,0,0,1,495,,5,5,generation-v
495,snivy,5,,256,5,6,,1,45,70.0,0,20.0,0,4,0,0,0,496,118.0,5,5,generation-v
496,servine,5,495.0,256,5,6,,1,45,70.0,0,20.0,0,4,0,0,0,497,119.0,5,5,generation-v
497,serperior,5,496.0,256,5,2,,1,45,70.0,0,20.0,0,4,0,0,0,498,120.0,5,5,generation-v
498,tepig,5,,257,8,8,,1,45,70.0,0,20.0,0,4,0,0,0,499,121.0,5,5,generation-v
499,pignite,5,498.0,257,8,6,,1,45,70.0,0,20.0,0,4,0,0,0,500,122.0,5,5,generation-v
500,emboar,5,499.0,257,8,6,,1,45,70.0,0,20.0,0,4,0,0,0,501,123.0,5,5,generation-v
501,oshawott,5,,258,2,6,,1,45,70.0,0,20.0,0,4,0,0,0,502,106.0,5,5,generation-v
502,dewott,5,501.0,258,2,6,,1,45,70.0,0,20.0,0,4,0,0,0,503,107.0,5,5,generation-v
503,samurott,5,502.0,258,2,8,,1,45,70.0,0,20.0,0,4,0,0,0,504,108.0,5,5,generation-v
504,patrat,5,,259,3,8,,4,255,70.0,0,15.0,0,2,0,0,0,505,,5,5,generation-v
505,watchog,5,504.0,259,3,6,,4,255,70.0,0,20.0,0,2,0,0,0,506,,5,5,generation-v
506,lillipup,5,,260,3,8,,4,255,50.0,0,15.0,0,4,0,0,0,507,,5,5,generation-v
507,herdier,5,506.0,260,4,8,,4,120,50.0,0,15.0,0,4,0,0,0,508,,5,5,generation-v
508,stoutland,5,507.0,260,4,8,,4,45,50.0,0,15.0,0,4,0,0,0,509,,5,5,generation-v
509,purrloin,5,,261,7,8,,4,255,50.0,0,20.0,0,2,0,0,0,510,,5,5,generation-v
510,liepard,5,509.0,261,7,8,,4,90,50.0,0,20.0,0,2,0,0,0,511,,5,5,generation-v
511,pansage,5,,262,5,6,,1,190,70.0,0,20.0,0,2,0,0,0,512,136.0,5,5,generation-v
512,simisage,5,511.0,262,5,6,,1,75,70.0,0,20.0,0,2,0,0,0,513,137.0,5,5,generation-v
513,pansear,5,,263,8,6,,1,190,70.0,0,20.0,0,2,0,0,0,514,138.0,5,5,generation-v
514,simisear,5,513.0,263,8,6,,1,75,70.0,0,20.0,0,2,0,0,0,515,139.0,5,5,generation-v
515,panpour,5,,264,2,6,,1,190,70.0,0,20.0,0,2,0,0,0,516,140.0,5,5,generation-v
516,simipour,5,515.0,264,2,6,,1,75,70.0,0,20.0,0,2,0,0,0,517,141.0,5,5,generation-v
517,munna,5,,265,6,8,,4,190,50.0,0,10.0,0,3,0,0,0,518,72.0,5,5,generation-v
518,musharna,5,517.0,265,6,12,,4,75,50.0,0,10.0,0,3,0,0,0,519,73.0,5,5,generation-v
519,pidove,5,,266,4,9,,4,255,50.0,0,15.0,0,4,0,0,0,520,,5,5,generation-v
520,tranquill,5,519.0,266,4,9,,4,120,50.0,0,15.0,0,4,0,0,0,521,,5,5,generation-v
521,unfezant,5,520.0,266,4,9,,4,45,50.0,0,15.0,1,4,0,0,0,522,,5,5,generation-v
522,blitzle,5,,267,1,8,,4,190,70.0,0,20.0,0,2,0,0,0,523,74.0,5,5,generation-v
523,zebstrika,5,522.0,267,1,8,,4,75,70.0,0,20.0,0,2,0,0,0,524,75.0,5,5,generation-v
524,roggenrola,5,,268,2,7,,4,255,50.0,0,15.0,0,4,0,0,0,525,40.0,5,5,generation-v
525,boldore,5,524.0,268,2,10,,4,120,50.0,0,15.0,0,4,0,0,0,526,41.0,5,5,generation-v
526,gigalith,5,525.0,268,2,10,,4,45,50.0,0,15.0,0,4,0,0,0,527,42.0,5,5,generation-v
527,woobat,5,,269,2,9,,4,190,50.0,0,15.0,0,2,0,0,0,528,,5,5,generation-v
528,swoobat,5,527.0,269,2,9,,4,45,50.0,0,15.0,0,2,0,0,0,529,,5,5,generation-v
529,drilbur,5,,270,4,6,,4,120,50.0,0,20.0,0,2,0,0,0,530,152.0,5,5,generation-v
530,excadrill,5,529.0,270,4,12,,4,60,50.0,0,20.0,0,2,0,0,0,531,153.0,5,5,generation-v
531,audino,5,,271,6,6,,4,255,50.0,0,20.0,0,3,1,0,0,532,185.0,5,5,generation-v
532,timburr,5,,272,4,12,,2,180,70.0,0,20.0,0,4,0,0,0,533,101.0,5,5,generation-v
533,gurdurr,5,532.0,272,4,12,,2,90,50.0,0,20.0,0,4,0,0,0,534,102.0,5,5,generation-v
534,conkeldurr,5,533.0,272,3,12,,2,45,50.0,0,20.0,0,4,0,0,0,535,103.0,5,5,generation-v
535,tympole,5,,273,2,3,,4,255,50.0,0,20.0,0,4,0,0,0,536,,5,5,generation-v
536,palpitoad,5,535.0,273,2,6,,4,120,50.0,0,20.0,0,4,0,0,0,537,,5,5,generation-v
537,seismitoad,5,536.0,273,2,12,,4,45,50.0,0,20.0,0,4,0,0,0,538,,5,5,generation-v
538,throh,5,,274,8,12,,0,45,50.0,0,20.0,0,2,0,0,0,539,,5,5,generation-v
539,sawk,5,,275,2,12,,0,45,50.0,0,20.0,0,2,0,0,0,540,,5,5,generation-v
540,sewaddle,5,,276,10,14,,4,255,70.0,0,15.0,0,4,0,0,0,541,124.0,5,5,generation-v
541,swadloon,5,540.0,276,5,4,,4,120,70.0,0,15.0,0,4,0,0,0,542,125.0,5,5,generation-v
542,leavanny,5,541.0,276,10,12,,4,45,70.0,0,15.0,0,4,0,0,0,543,126.0,5,5,generation-v
543,venipede,5,,277,8,14,,4,255,50.0,0,15.0,0,4,0,0,0,544,31.0,5,5,generation-v
544,whirlipede,5,543.0,277,4,1,,4,120,50.0,0,15.0,0,4,0,0,0,545,32.0,5,5,generation-v
545,scolipede,5,544.0,277,8,14,,4,45,50.0,0,20.0,0,4,0,0,0,546,33.0,5,5,generation-v
546,cottonee,5,,278,5,1,,4,190,50.0,0,20.0,0,2,0,0,0,547,48.0,5,5,generation-v
547,whimsicott,5,546.0,278,5,12,,4,75,50.0,0,20.0,0,2,0,0,0,548,49.0,5,5,generation-v
548,petilil,5,,279,5,5,,8,190,50.0,0,20.0,0,2,0,0,0,549,43.0,5,5,generation-v
549,lilligant,5,548.0,279,5,5,,8,75,50.0,0,20.0,0,2,0,0,0,550,44.0,5,5,generation-v
550,basculin,5,,280,5,3,,4,25,50.0,0,40.0,0,2,0,0,0,551,,5,5,generation-v
551,sandile,5,,281,3,8,,4,180,50.0,0,20.0,0,4,0,0,0,552,66.0,5,5,generation-v
552,krokorok,5,551.0,281,3,8,,4,90,50.0,0,20.0,0,4,0,0,0,553,67.0,5,5,generation-v
553,krookodile,5,552.0,281,8,6,,4,45,50.0,0,20.0,0,4,0,0,0,554,68.0,5,5,generation-v
554,darumaka,5,,282,8,12,,4,120,50.0,0,20.0,0,4,0,0,0,555,142.0,5,5,generation-v
555,darmanitan,5,554.0,282,8,8,,4,60,50.0,0,20.0,0,4,1,0,0,556,143.0,5,5,generation-v
556,maractus,5,,283,5,5,,4,255,50.0,0,20.0,0,2,0,0,0,557,,5,5,generation-v
557,dwebble,5,,284,8,14,,4,190,50.0,0,20.0,0,2,0,0,0,558,,5,5,generation-v
558,crustle,5,557.0,284,8,14,,4,75,50.0,0,20.0,0,2,0,0,0,559,,5,5,generation-v
559,scraggy,5,,285,10,6,,4,180,35.0,0,15.0,0,2,0,0,0,560,165.0,5,5,generation-v
560,scrafty,5,559.0,285,8,6,,4,90,50.0,0,15.0,0,2,0,0,0,561,166.0,5,5,generation-v
561,sigilyph,5,,286,1,9,,4,45,50.0,0,20.0,0,2,0,0,0,562,,5,5,generation-v
562,yamask,5,,287,1,4,,4,190,50.0,0,25.0,0,2,0,0,0,563,,5,5,generation-v
563,cofagrigus,5,562.0,287,10,5,,4,90,50.0,0,25.0,0,2,0,0,0,564,,5,5,generation-v
564,tirtouga,5,,288,2,8,,1,45,50.0,0,30.0,0,2,0,0,0,565,,5,5,generation-v
565,carracosta,5,564.0,288,2,6,,1,45,50.0,0,30.0,0,2,0,0,0,566,,5,5,generation-v
566,archen,5,,289,10,9,,1,45,50.0,0,30.0,0,2,0,0,0,567,,5,5,generation-v
567,archeops,5,566.0,289,10,9,,1,45,50.0,0,30.0,0,2,0,0,0,568,,5,5,generation-v
568,trubbish,5,,290,5,12,,4,190,50.0,0,20.0,0,2,0,0,0,569,,5,5,generation-v
569,garbodor,5,568.0,290,5,12,,4,60,50.0,0,20.0,0,2,0,0,0,570,,5,5,generation-v
570,zorua,5,,291,4,8,,1,75,50.0,0,25.0,0,4,0,0,0,571,154.0,5,5,generation-v
571,zoroark,5,570.0,291,4,6,,1,45,50.0,0,20.0,0,4,0,0,0,572,155.0,5,5,generation-v
572,minccino,5,,292,4,8,,6,255,50.0,0,15.0,0,3,0,0,0,573,96.0,5,5,generation-v
573,cinccino,5,572.0,292,4,8,,6,60,50.0,0,15.0,0,3,0,0,0,574,97.0,5,5,generation-v
574,gothita,5,,293,7,12,,6,200,50.0,0,20.0,0,4,0,0,0,575,63.0,5,5,generation-v
575,gothorita,5,574.0,293,7,12,,6,100,50.0,0,20.0,0,4,0,0,0,576,64.0,5,5,generation-v
576,gothitelle,5,575.0,293,7,12,,6,50,50.0,0,20.0,0,4,0,0,0,577,65.0,5,5,generation-v
577,solosis,5,,294,5,1,,4,200,50.0,0,20.0,0,4,0,0,0,578,,5,5,generation-v
578,duosion,5,577.0,294,5,1,,4,100,50.0,0,20.0,0,4,0,0,0,579,,5,5,generation-v
579,reuniclus,5,578.0,294,5,4,,4,50,50.0,0,20.0,0,4,0,0,0,580,,5,5,generation-v
580,ducklett,5,,295,2,9,,4,190,70.0,0,20.0,0,2,0,0,0,581,,5,5,generation-v
581,swanna,5,580.0,295,9,9,,4,45,70.0,0,20.0,0,2,0,0,0,582,,5,5,generation-v
582,vanillite,5,,296,9,5,,4,255,50.0,0,20.0,0,1,0,0,0,583,,5,5,generation-v
583,vanillish,5,582.0,296,9,5,,4,120,50.0,0,20.0,0,1,0,0,0,584,,5,5,generation-v
584,vanilluxe,5,583.0,296,9,11,,4,45,50.0,0,20.0,0,1,0,0,0,585,,5,5,generation-v
585,deerling,5,,297,6,8,,4,190,70.0,0,20.0,0,2,1,0,0,586,,5,5,generation-v
586,sawsbuck,5,585.0,297,3,8,,4,75,70.0,0,20.0,0,2,1,0,0,587,,5,5,generation-v
587,emolga,5,,298,9,8,,4,200,50.0,0,20.0,0,2,0,0,0,588,180.0,5,5,generation-v
588,karrablast,5,,299,2,12,,4,200,50.0,0,15.0,0,2,0,0,0,589,,5,5,generation-v
589,escavalier,5,588.0,299,4,4,,4,75,50.0,0,15.0,0,2,0,0,0,590,,5,5,generation-v
590,foongus,5,,300,9,4,,4,190,50.0,0,20.0,0,2,0,0,0,591,,5,5,generation-v
591,amoonguss,5,590.0,300,9,4,,4,75,50.0,0,20.0,0,2,0,0,0,592,,5,5,generation-v
592,frillish,5,,301,9,10,,4,190,50.0,0,20.0,1,2,0,0,0,593,,5,5,generation-v
593,jellicent,5,592.0,301,9,10,,4,60,50.0,0,20.0,1,2,0,0,0,594,,5,5,generation-v
594,alomomola,5,,302,6,3,,4,75,70.0,0,40.0,0,3,0,0,0,595,,5,5,generation-v
595,joltik,5,,303,10,14,,4,190,50.0,0,20.0,0,2,0,0,0,596,147.0,5,5,generation-v
596,galvantula,5,595.0,303,10,14,,4,75,50.0,0,20.0,0,2,0,0,0,597,148.0,5,5,generation-v
597,ferroseed,5,,304,4,1,,4,255,50.0,0,20.0,0,2,0,0,0,598,,5,5,generation-v
598,ferrothorn,5,597.0,304,4,10,,4,90,50.0,0,20.0,0,2,0,0,0,599,,5,5,generation-v
599,klink,5,,305,4,11,,-1,130,50.0,0,20.0,0,4,0,0,0,600,,5,5,generation-v
600,klang,5,599.0,305,4,11,,-1,60,50.0,0,20.0,0,4,0,0,0,601,,5,5,generation-v
601,klinklang,5,600.0,305,4,11,,-1,30,50.0,0,20.0,0,4,0,0,0,602,,5,5,generation-v
602,tynamo,5,,306,9,3,,4,190,70.0,0,20.0,0,1,0,0,0,603,,5,5,generation-v
603,eelektrik,5,602.0,306,2,3,,4,60,70.0,0,20.0,0,1,0,0,0,604,,5,5,generation-v
604,eelektross,5,603.0,306,2,3,,4,30,70.0,0,20.0,0,1,0,0,0,605,,5,5,generation-v
605,elgyem,5,,307,2,6,,4,255,50.0,0,20.0,0,2,0,0,0,606,,5,5,generation-v
606,beheeyem,5,605.0,307,3,12,,4,90,50.0,0,20.0,0,2,0,0,0,607,,5,5,generation-v
607,litwick,5,,308,9,5,,4,190,50.0,0,20.0,0,4,0,0,0,608,37.0,5,5,generation-v
608,lampent,5,607.0,308,1,4,,4,90,50.0,0,20.0,0,4,0,0,0,609,38.0,5,5,generation-v
609,chandelure,5,608.0,308,1,4,,4,45,50.0,0,20.0,0,4,0,0,0,610,39.0,5,5,generation-v
610,axew,5,,309,5,6,,4,75,35.0,0,40.0,0,1,0,0,0,611,144.0,5,5,generation-v
611,fraxure,5,610.0,309,5,6,,4,60,35.0,0,40.0,0,1,0,0,0,612,145.0,5,5,generation-v
612,haxorus,5,611.0,309,10,6,,4,45,35.0,0,40.0,0,1,0,0,0,613,146.0,5,5,generation-v
613,cubchoo,5,,310,9,6,,4,120,50.0,0,20.0,0,2,0,0,0,614,104.0,5,5,generation-v
614,beartic,5,613.0,310,9,8,,4,60,50.0,0,20.0,0,2,0,0,0,615,105.0,5,5,generation-v
615,cryogonal,5,,311,2,1,,-1,25,50.0,0,25.0,0,2,0,0,0,616,,5,5,generation-v
616,shelmet,5,,312,8,1,,4,200,50.0,0,15.0,0,2,0,0,0,617,,5,5,generation-v
617,accelgor,5,616.0,312,8,4,,4,75,50.0,0,15.0,0,2,0,0,0,618,,5,5,generation-v
618,stunfisk,5,,313,3,3,,4,75,70.0,0,20.0,0,2,0,0,0,619,,5,5,generation-v
619,mienfoo,5,,314,10,6,,4,180,50.0,0,25.0,0,4,0,0,0,620,,5,5,generation-v
620,mienshao,5,619.0,314,7,6,,4,45,50.0,0,25.0,0,4,0,0,0,621,,5,5,generation-v
621,druddigon,5,,315,8,6,,4,45,50.0,0,30.0,0,2,0,0,0,622,,5,5,generation-v
622,golett,5,,316,5,12,,-1,190,50.0,0,25.0,0,2,0,0,0,623,,5,5,generation-v
623,golurk,5,622.0,316,5,12,,-1,90,50.0,0,25.0,0,2,0,0,0,624,,5,5,generation-v
624,pawniard,5,,317,8,12,,4,120,35.0,0,20.0,0,2,0,0,0,625,158.0,5,5,generation-v
625,bisharp,5,624.0,317,8,12,,4,45,35.0,0,20.0,0,2,0,0,0,626,159.0,5,5,generation-v
626,bouffalant,5,,318,3,8,,4,45,50.0,0,20.0,0,2,0,0,0,627,,5,5,generation-v
627,rufflet,5,,319,9,9,,0,190,50.0,0,20.0,0,1,0,0,0,628,169.0,5,5,generation-v
628,braviary,5,627.0,319,8,9,,0,60,50.0,0,20.0,0,1,0,0,0,629,170.0,5,5,generation-v
629,vullaby,5,,320,3,9,,8,190,35.0,0,20.0,0,1,0,0,0,630,,5,5,generation-v
630,mandibuzz,5,629.0,320,3,9,,8,60,35.0,0,20.0,0,1,0,0,0,631,,5,5,generation-v
631,heatmor,5,,321,8,6,,4,90,50.0,0,20.0,0,2,0,0,0,632,,5,5,generation-v
632,durant,5,,322,4,14,,4,90,50.0,0,20.0,0,2,0,0,0,633,,5,5,generation-v
633,deino,5,,323,2,8,,4,45,35.0,0,40.0,0,1,0,0,0,634,90.0,5,5,generation-v
634,zweilous,5,633.0,323,2,8,,4,45,35.0,0,40.0,0,1,0,0,0,635,91.0,5,5,generation-v
635,hydreigon,5,634.0,323,2,6,,4,45,35.0,0,40.0,0,1,0,0,0,636,92.0,5,5,generation-v
636,larvesta,5,,324,9,14,,4,45,50.0,0,40.0,0,1,0,0,0,637,173.0,5,5,generation-v
637,volcarona,5,636.0,324,9,13,,4,15,50.0,0,40.0,0,1,0,0,0,638,174.0,5,5,generation-v
638,cobalion,5,,325,2,8,,-1,3,35.0,0,80.0,0,1,0,1,0,639,,5,5,generation-v
639,terrakion,5,,326,4,8,,-1,3,35.0,0,80.0,0,1,0,1,0,640,191.0,5,5,generation-v
640,virizion,5,,327,5,8,,-1,3,35.0,0,80.0,0,1,0,1,0,641,,5,5,generation-v
641,tornadus,5,,328,5,4,,0,3,90.0,0,120.0,0,1,1,1,0,642,,5,5,generation-v
642,thundurus,5,,329,2,4,,0,3,90.0,0,120.0,0,1,1,1,0,643,,5,5,generation-v
643,reshiram,5,,330,9,9,,-1,3,0.0,0,120.0,0,1,0,1,0,644,197.0,5,5,generation-v
644,zekrom,5,,331,1,6,,-1,3,0.0,0,120.0,0,1,0,1,0,645,198.0,5,5,generation-v
645,landorus,5,,332,3,4,,0,3,90.0,0,120.0,0,1,1,1,0,646,,5,5,generation-v
646,kyurem,5,,333,4,6,,-1,3,0.0,0,120.0,0,1,1,1,0,647,,5,5,generation-v
647,keldeo,5,,334,10,8,,-1,3,35.0,0,80.0,0,1,1,0,1,648,,5,5,generation-v
648,meloetta,5,,335,9,12,,-1,3,100.0,0,120.0,0,1,1,0,1,649,,5,5,generation-v
649,genesect,5,,336,7,12,,-1,3,0.0,0,120.0,0,1,1,0,1,650,,5,5,generation-v
650,chespin,6,,337,5,6,,1,45,70.0,0,20.0,0,4,0,0,0,651,,6,6,generation-vi
651,quilladin,6,650.0,337,5,6,,1,45,70.0,0,20.0,0,4,0,0,0,652,,6,6,generation-vi
652,chesnaught,6,651.0,337,5,6,,1,45,70.0,0,20.0,0,4,0,0,0,653,,6,6,generation-vi
653,fennekin,6,,338,8,8,,1,45,70.0,0,20.0,0,4,0,0,0,654,,6,6,generation-vi
654,braixen,6,653.0,338,8,6,,1,45,70.0,0,20.0,0,4,0,0,0,655,,6,6,generation-vi
655,delphox,6,654.0,338,8,6,,1,45,70.0,0,20.0,0,4,0,0,0,656,,6,6,generation-vi
656,froakie,6,,339,2,8,,1,45,70.0,0,20.0,0,4,0,0,0,657,,6,6,generation-vi
657,frogadier,6,656.0,339,2,12,,1,45,70.0,0,20.0,0,4,0,0,0,658,,6,6,generation-vi
658,greninja,6,657.0,339,2,12,,1,45,70.0,0,20.0,0,4,0,0,0,659,,6,6,generation-vi
659,bunnelby,6,,340,3,6,,4,255,50.0,0,15.0,0,2,0,0,0,660,,6,6,generation-vi
660,diggersby,6,659.0,340,3,6,,4,127,50.0,0,15.0,0,2,0,0,0,661,,6,6,generation-vi
661,fletchling,6,,341,8,9,,4,255,50.0,0,15.0,0,4,0,0,0,662,,6,6,generation-vi
662,fletchinder,6,661.0,341,8,9,,4,120,50.0,0,15.0,0,4,0,0,0,663,,6,6,generation-vi
663,talonflame,6,662.0,341,8,9,,4,45,50.0,0,15.0,0,4,0,0,0,664,,6,6,generation-vi
664,scatterbug,6,,342,1,14,,4,255,70.0,0,15.0,0,2,0,0,0,665,,6,6,generation-vi
665,spewpa,6,664.0,342,1,5,,4,120,70.0,0,15.0,0,2,0,0,0,666,,6,6,generation-vi
666,vivillon,6,665.0,342,9,13,,4,45,70.0,0,15.0,0,2,0,0,0,667,,6,6,generation-vi
667,litleo,6,,343,3,8,,7,220,70.0,0,20.0,0,4,0,0,0,668,,6,6,generation-vi
668,pyroar,6,667.0,343,3,8,,7,65,70.0,0,20.0,1,4,0,0,0,669,,6,6,generation-vi
669,flabebe,6,,344,9,4,,8,225,70.0,0,20.0,0,2,0,0,0,670,,6,6,generation-vi
670,floette,6,669.0,344,9,4,,8,120,70.0,0,20.0,0,2,0,0,0,671,,6,6,generation-vi
671,florges,6,670.0,344,9,4,,8,45,70.0,0,20.0,0,2,0,0,0,672,,6,6,generation-vi
672,skiddo,6,,345,3,8,,4,200,70.0,0,20.0,0,2,0,0,0,673,,6,6,generation-vi
673,gogoat,6,672.0,345,3,8,,4,45,70.0,0,20.0,0,2,0,0,0,674,,6,6,generation-vi
674,pancham,6,,346,9,6,,4,220,50.0,0,25.0,0,2,0,0,0,675,,6,6,generation-vi
675,pangoro,6,674.0,346,9,12,,4,65,50.0,0,25.0,0,2,0,0,0,676,,6,6,generation-vi
676,furfrou,6,,347,9,8,,4,160,70.0,0,20.0,0,2,1,0,0,677,,6,6,generation-vi
677,espurr,6,,348,4,6,,4,190,50.0,0,20.0,0,2,0,0,0,678,,6,6,generation-vi
678,meowstic,6,677.0,348,2,6,,4,75,50.0,0,20.0,1,2,0,0,0,679,,6,6,generation-vi
679,honedge,6,,349,3,5,,4,180,50.0,0,20.0,0,2,0,0,0,680,,6,6,generation-vi
680,doublade,6,679.0,349,3,11,,4,90,50.0,0,20.0,0,2,0,0,0,681,,6,6,generation-vi
681,aegislash,6,680.0,349,3,5,,4,45,50.0,0,20.0,0,2,1,0,0,682,,6,6,generation-vi
682,spritzee,6,,350,6,4,,4,200,50.0,0,20.0,0,2,0,0,0,683,,6,6,generation-vi
683,aromatisse,6,682.0,350,6,12,,4,140,50.0,0,20.0,0,2,0,0,0,684,,6,6,generation-vi
684,swirlix,6,,351,9,7,,4,200,50.0,0,20.0,0,2,0,0,0,685,,6,6,generation-vi
685,slurpuff,6,684.0,351,9,12,,4,140,50.0,0,20.0,0,2,0,0,0,686,,6,6,generation-vi
686,inkay,6,,352,2,10,,4,190,50.0,0,20.0,0,2,0,0,0,687,,6,6,generation-vi
687,malamar,6,686.0,352,2,5,,4,80,50.0,0,20.0,0,2,0,0,0,688,,6,6,generation-vi
688,binacle,6,,353,3,11,,4,120,50.0,0,20.0,0,2,0,0,0,689,,6,6,generation-vi
689,barbaracle,6,688.0,353,3,11,,4,45,50.0,0,20.0,0,2,0,0,0,690,,6,6,generation-vi
690,skrelp,6,,354,3,5,,4,225,50.0,0,20.0,0,2,0,0,0,691,,6,6,generation-vi
691,dragalge,6,690.0,354,3,5,,4,55,50.0,0,20.0,0,2,0,0,0,692,,6,6,generation-vi
692,clauncher,6,,355,2,14,,4,225,50.0,0,15.0,0,1,0,0,0,693,,6,6,generation-vi
693,clawitzer,6,692.0,355,2,2,,4,55,50.0,0,15.0,0,1,0,0,0,694,,6,6,generation-vi
694,helioptile,6,,356,10,6,,4,190,50.0,0,20.0,0,2,0,0,0,695,,6,6,generation-vi
695,heliolisk,6,694.0,356,10,6,,4,75,50.0,0,20.0,0,2,0,0,0,696,,6,6,generation-vi
696,tyrunt,6,,357,3,6,,1,45,50.0,0,30.0,0,2,0,0,0,697,,6,6,generation-vi
697,tyrantrum,6,696.0,357,8,6,,1,45,50.0,0,30.0,0,2,0,0,0,698,,6,6,generation-vi
698,amaura,6,,358,2,8,,1,45,50.0,0,30.0,0,2,0,0,0,699,,6,6,generation-vi
699,aurorus,6,698.0,358,2,8,,1,45,50.0,0,30.0,0,2,0,0,0,700,,6,6,generation-vi
700,sylveon,6,133.0,67,6,8,,1,45,50.0,0,35.0,0,2,0,0,0,165,,6,6,generation-vi
701,hawlucha,6,,359,5,12,,4,100,50.0,0,20.0,0,2,0,0,0,701,,6,6,generation-vi
702,dedenne,6,,360,10,6,,4,180,50.0,0,20.0,0,2,0,0,0,702,,6,6,generation-vi
703,carbink,6,,361,4,1,,-1,60,50.0,0,25.0,0,1,0,0,0,703,,6,6,generation-vi
704,goomy,6,,362,7,2,,4,45,35.0,0,40.0,0,1,0,0,0,704,,6,6,generation-vi
705,sliggoo,6,704.0,362,7,2,,4,45,35.0,0,40.0,0,1,0,0,0,705,,6,6,generation-vi
706,goodra,6,705.0,362,7,6,,4,45,35.0,0,40.0,0,1,0,0,0,706,,6,6,generation-vi
707,klefki,6,,363,4,1,,4,75,50.0,0,20.0,0,3,0,0,0,707,,6,6,generation-vi
708,phantump,6,,364,3,4,,4,120,50.0,0,20.0,0,2,0,0,0,708,,6,6,generation-vi
709,trevenant,6,708.0,364,3,10,,4,60,50.0,0,20.0,0,2,0,0,0,709,,6,6,generation-vi
710,pumpkaboo,6,,365,3,1,,4,120,50.0,0,20.0,0,2,0,0,0,710,,6,6,generation-vi
711,gourgeist,6,710.0,365,3,5,,4,60,50.0,0,20.0,0,2,0,0,0,711,,6,6,generation-vi
712,bergmite,6,,366,2,8,,4,190,50.0,0,20.0,0,2,0,0,0,712,,6,6,generation-vi
713,avalugg,6,712.0,366,2,8,,4,55,50.0,0,20.0,0,2,0,0,0,713,,6,6,generation-vi
714,noibat,6,,367,7,9,,4,190,50.0,0,20.0,0,2,0,0,0,714,,6,6,generation-vi
715,noivern,6,714.0,367,7,9,,4,45,50.0,0,20.0,0,2,0,0,0,715,,6,6,generation-vi
716,xerneas,6,,368,2,8,,-1,45,0.0,0,120.0,0,1,1,1,0,716,,6,6,generation-vi
717,yveltal,6,,369,8,9,,-1,45,0.0,0,120.0,0,1,0,1,0,717,,6,6,generation-vi
718,zygarde,6,,370,5,2,,-1,3,0.0,0,120.0,0,1,0,1,0,718,,6,6,generation-vi
719,diancie,6,,371,6,4,,-1,3,50.0,0,25.0,0,1,1,0,1,719,,6,6,generation-vi
720,hoopa,6,,372,7,4,,-1,3,100.0,0,120.0,0,1,0,0,1,720,,6,6,generation-vi
721,volcanion,6,,373,3,8,,-1,3,100.0,0,120.0,0,1,0,0,1,721,,6,6,generation-vi
722,rowlet,7,,374,3,9,,1,45,50.0,0,15.0,0,4,0,0,0,722,,7,7,generation-vii
